Text,Label
You truly are—a man who ooooooonly notices what I'd rather you not.,Roswaal
What do you...,Subaru
Don't—don't you fucking piss around!,Subaru
You haaaaaaave no questions?,Roswaal
"Ohhhhh, so you saw it. Your impressions? Just what did you thiiiiiiink of it?",Roswaal
"Don't answer with a question. —The books the witch cultists have, resemble it, I, think.",Subaru
—! You know them?,Subaru
Th-they seriously tell the future... do they?,Subaru
Imperfect...,Subaru
"This and that are different stories. Um, that book Beatrice had...",Subaru
Don't dodge! This is important!,Subaru
Perfect....?,Subaru
—!?,Subaru
That's... a GOSPEL telling the future?,Subaru
Preeeeeeeecisely. This is a legitimate GOSPEL.,Roswaal
"You... know the future? That things would be like this, now, in that book...?",Subaru
Is iiiiiiiindeed written. You wouldn't be able to read it though.,Roswaal
"It writes... what will happen, next?",Subaru
"That, things would be how they are now... was something you knew?",Subaru
"If you knew that things would be like this, then...",Subaru
—Mhm.,Roswaal
—You knowingly left Rem to die?,Subaru
Nooooooow just whooooooo is Rem?,Roswaal
—I'll kill you! ROSWAAAAAAAAAAALL!!,Subaru
"You knew everything, and you—!!",Subaru
The reason I left Rem to die—was you!!,Subaru
"I don't, know... Rem.",Subaru
Wh-what ha...!?,Subaru
"My head, hurts...",Subaru
"If I died, I'd be post- RETURN BY DEATH now, but...",Subaru
I didn't die...,Subaru
Garfiel.,Subaru
"Who'da thought,",Garfiel
"Directly, meaning what exactly?",Subaru
Met in the tomb?,Subaru
The witch!,Subaru
"Then, could this be what Roswaal was saying I forgot...?",Subaru
Yer shuttin' up means yer feelin' guilty or that ya got an idea.,Garfiel
There's Garfiel.,Subaru
Healing... from who?,Subaru
Think there's anyone'n this place 'cept my amazin' self who couldda done it?,Garfiel
"My head's still got its normal shape and isn't a cube or a pyramid, right?",Subaru
"Next time it's busted, I'll make a shape where you'll be proppin' it up with yer hands.",Garfiel
"Well, what do yer think's my aim?",Garfiel
"You can't leave, when your blood relative Frederica could, Garf?",Subaru
You can't sever the blood in your body with a figure of spee...,Subaru
"No way... you, too?",Subaru
Me too... say.,Garfiel
"Why're you thinkin' that, huh?",Garfiel
You sound like yer gonna cry.,Garfiel
Then! So you know too!,Subaru
"—Ah, so that's what this's about. Wonder where you noticed.",Garfiel
—!?,Subaru
"What you, wanted to know...",Subaru
Hey!,Subaru
"Wait! ...Wh-what'll happen with me. Or actually, what is happening with me?",Subaru
Ain't the results obvious?,Garfiel
"But, back at that moment...",Subaru
"I just, don't know anymore...",Subaru
"I don't have... a single, answer.",Subaru
I'm hungry...,Subaru
It's probably too late...,Subaru
"—I sure, fucked this up.",Subaru
...I'm shit. Just fucking die.,Subaru
"If I don't, then for what purpose...",Subaru
"I return without knowing anything, and I'm just back where I started again.",Subaru
"Yeah, I...",Subaru
—nnnm,Subaru
Who... is this?,Subaru
Auh?,Subaru
"Refined so I don't get any shock, with frank content so I accept reality.",Subaru
"Ah, I didn't ask for it in chuuni but yes that is enough.",Subaru
I was healed... is what was supposed to have happened.,Subaru
"No helping it,",Subaru
"Call that honest, or something. He's another guy I just don't get.",Subaru
"...Complaining's not gonna move things forward, but no one's gonna help me. Fuck.",Subaru
"He's incredible, this man! That you're capable of saying this, even I find refreshing!",Otto
"Who is this, this old appa salesman!",Otto
A starting spot for me. Could also call him Mr. Save Point.,Subaru
"Anyway, putting aside jokes etcetera there... I've got lots of things I wanna ask.",Subaru
A divide? What do you mean?,Subaru
"But,",Subaru
"Why'd this suddenly happen again? From what I've seen... I mean, anticipated.",Subaru
"Well, now see,",Otto
One of the causes?,Subaru
Wanna pile up arguments getting an answer to that one.,Subaru
A part in escaping?,Subaru
"No way,",Subaru
I would like it if my name could be added to that list of persons you wouldn't want injured.,Otto
"That's the first time I'm hearing that, but probably, that's not how you're meant to use it.",Otto
Don't think that's super reckless? And this collaborator...,Subaru
"You're saying my body makes good bait, well I can't deny that.",Subaru
"That doesn't explain why I couldn't find the residents of SANCTUARY, who can't leave...",Subaru
"Leaving that as that,",Otto
"I'm honestly impressed, and you really helped me. How'd you find me?",Subaru
"Hmhmhm! You want to know? You'd like to know, he wants to know.",Otto
Yes but could you please give me back my feelings of superiority!?,Otto
"Really is handy, your blessing.",Subaru
...It truly isn't that great of a thing.,Otto
"Anyway,",Otto
Prep time 'till enacting the plan's way too short.,Subaru
"Oh, can I ask one last thing?",Subaru
"Sorry, sorry. ...Why did you take such a risk to help me?",Subaru
"Please answer, Otto. Why are you risking yourself like this?",Subaru
"I wonder just what kind of person you think I am, Natsuki-san.",Otto
"I swear,",Otto
"You know, Natsuki-san,",Otto
...Yeah?,Subaru
—Is it truly so strange to help a friend?,Otto
"Wh-why is his face frozen in surprise, this man.",Otto
Pals!? Who and who are!?,Subaru
Me! And you are!,Otto
Are you listening?,Otto
—,Subaru
—Pfff,Subaru
Pardon?,Otto
"Hahahahaahaha! F-friends? Friends! Ahh, right right. Otto, you wanted to be my friend!?",Subaru
Wha!?,Otto
"Pffhahaah, friends. Ahh, shit. Otto, you bastard, you.",Subaru
"Sorry. You are my friend, Otto. —Thank you, for saving me.",Subaru
"Thinking like that, if we didn't have your blessing yeah this'd be hopeless.",Subaru
Nature's scary!,Subaru
"I need more information, including about the unconfirmed GOSPEL.",Subaru
I see it. We'll be exiting near the village soon.,Otto
"Well, the collaborator—",Otto
"'Safe' while looking at this eye's sure something, huh!",Subaru
"Sorry, I don't usually pay you very proper attention and can't tell the difference.",Ram
By syllogism!?,Subaru
"Yes many, but firstly why have you gotten so wary, Natsuki-san?",Otto
What is there to trust about a man who is watched daily with bloodlust!?,Otto
"Honestly, I thought the moment you saw my face you'd try to kill me no questions asked.",Subaru
"Otto said we're meant to rendezvous with someone here, but...",Subaru
"Yes, I am aware.",Ram
"Natsuki-san. I know it's difficult to believe, but what you see is the truth.",Otto
Hrmmm,Subaru
"Tell me,",Subaru
"You certainly ask piling questions. Verbosity does not make men popular, Barusu.",Ram
—,Subaru
Wh—Natsuki-san!?,Otto
"Ass ass ass shut up, are dirty jokes the only humour you have, wordbound.",Subaru
I don't know what that means but it feels like incredible defamation! Does feel it!,Otto
"...Do relax. This action, at the least, is unconcerned with Roswaal-sama's noble will.",Ram
"Unconcerned... with Roswaal? No wait, but that means...",Subaru
"With how detailed the text'd be, the thing'd be enormous...",Subaru
"That's more than head over heels get a room, fuck.",Subaru
However...,Ram
Now that it's like this?,Subaru
"Nowaitwait,",Subaru
"Well, time to do the plan. How much leeway time do you think we have?",Subaru
"So one hour. We have that, and we can get out of SANCTUARY's barrier at least.",Subaru
"Ram,",Subaru
"Garf, yes?",Ram
...you knew?,Subaru
What do we do?,Subaru
The reason he'll aim for me... um...,Subaru
—Barusu?,Ram
"Uh, uh-huh.",Subaru
"You just can't talk to me without putting that bullying in, huh? Right, Otto?",Subaru
"Er, I incredibly feel that I can't agree with you asking me for validation.",Otto
"—A moon pale, a moon crazed. That night, too, was moonlit like this.",Ram
"It was fifteen minutes, but it could've been even shorter. Five minutes-ish...",Subaru
"Doesn't feel bad to be worried about, though.",Subaru
"...Ah, so that's what it is.",Subaru
The people saved by Rem's actions are aiming their gratitude for her at me.,Subaru
...Makes me wanna puke. At the absurdity and sleaze.,Subaru
"Mn, ah, don't worry. I'm okay. ...You're another good girl who's wasted on me.",Subaru
"What. The evacuation’s going good, I think.",Subaru
"Yes, currently it's going so good it's nearly too good. But a problem's arisen.",Otto
"Natsuki-san, please listen carefully.",Otto
Hm?,Subaru
"—The forest is chattering, astir. Something OUTRAGEOUS is coming.",Otto
"Is that something OUTRAGEOUS, coming right now?",Subaru
"Your being here's unnatural that so this's inevitable but, would you like to explain this?",Subaru
Ram hasn't told me anything about there being someone like that in SANCTUARY...,Subaru
...That all'a the evacuees?,Garfiel
Hmm?,Garfiel
"Oi, y'know you, 's looks yer misunderstandin'.",Garfiel
Misunderstanding?,Subaru
Then what the heck are you doing here...,Subaru
...You've really been thinking more than I imagined.,Subaru
"Now anyway,",Garfiel
Hell's that. —Don't like it a bit.,Garfiel
"You won't mind if we keep ignoring you and return everyone to the village, yeah?",Subaru
'S just gettin' ridda the poor form of gettin' escaped on. Do what yer want.,Garfiel
"Well then, we'll be obliging...",Subaru
"—However,",Garfiel
...Your motive?,Subaru
Again with this thing...,Subaru
Condition is I stay behind in SANCTUARY. No objections there?,Subaru
Natsuki-san...,Otto
I don't like this.,Ram
"Y'know,",Subaru
"Have you not realised, Barusu? What it is you are saying.",Ram
What?,Subaru
"If you don't understand, fine.",Ram
It's something pointless to you now. A waste of time.,Ram
You...,Subaru
Now now now!,Otto
"Tch. Anyway, explain it.",Subaru
Tch. There is no longer anything I wish to say.,Ram
Could you two please not click your tongues at me while you speak!?,Otto
Our talks're all done. We're going on your condition. Let everyone through.,Subaru
"Everyone 'cept you, 's. Get them goin' now. 'S that dragon stayin'?",Garfiel
"If there can be smiling at the end, it's my... it's our win.",Subaru
—,Subaru
"There's a mountain of things I wanna confirm, though...",Subaru
Garfiel?,Subaru
Garfiel! What're...,Subaru
"Yer really fuckin' gonna get n' the way? The fuck's yer motive, huh?",Garfiel
Ram!?,Subaru
"'F the wind hadn't screwed th' aim, his head woulda been popped off.",Garfiel
"What're you, doing, Garfiel! You wanted to kill me!?",Subaru
That's...,Subaru
I...,Garfiel
"Listening is worthless, and attempting persuasion is pointless, Barusu.",Ram
"Cease hiding your feelings with tenable logic, Garf. It isn't like you.",Ram
"H-hey, Ram,",Subaru
"Step down, I will speak. —As regardless, it appears Garf would like to kill you.",Ram
"Wh-wait. You two, what're you...",Subaru
"Listen! No, tell me! What do you know you two doing this!",Subaru
Ram!,Subaru
Y'said things not fuckin' needed. Gonna be a damn pain chasin' 'em now.,Garfiel
You think I will let you leave?,Ram
Truly?,Ram
Eh?,Garfiel
"Truly, do you... not understand why I am doing this, Garf?",Ram
You...,Garfiel
I don't goddamn believe it. You doin' this kinda fuckin' thing is...,Garfiel
"—For Frederica, and for you.",Ram
Don't your mouth say the name of that traitor!!,Garfiel
Garf...,Ram
"Just go back. Won't say it again. Go back, and wait 'till the TRIAL's cleaned up.",Garfiel
But still! It's so much better than havin' nothing left!,Garfiel
"Garf, haven't I always been telling you? —That is merely compensatory behaviour.",Ram
"Then, Garf. —Would you abandon all except me?",Ram
I-I...,Garfiel
I am.,Ram
—I am.,Ram
"Known it fer ages, but yer a stubborn one.",Garfiel
Really.,Garfiel
"Farewell, Garf.",Ram
"Goodbye, Ram.",Garfiel
Patrasche! Stop! I told you stop!!,Subaru
Was you listening to everything I've said until now just favours!?,Subaru
Ram's in trouble! I don't wanna think Garfiel'd do anything violent to her... but now's!,Subaru
"I... hate getting hurt, but I'll recover. So...!",Subaru
—Huh?,Subaru
"Wh-what's the matter, Natsuki-san? So quickly...",Otto
But you're not meant to pass though? What happened to Garfiel?,Otto
I-I don't really get it either... Ram and Patrasche...,Subaru
Wha—!?,Subaru
Huiih!?,Otto
"Ah, Natsuki-san!?",Otto
"Aguh, Patrasche!",Subaru
"—au,",Subaru
"Wh, at...",Subaru
"Wai—! Hey, Patrasche!?",Subaru
"—a,",Subaru
Is that thing... why SANCTUARY was empty?,Subaru
—Huh?,Subaru
"Ancestral, return...",Subaru
"If he's a war tiger, then...",Subaru
"Garfiel, you... what did you do to Ram?",Subaru
—,Garfiel
Answer! What did you do to Ram! Garfiel!!,Subaru
GARFIIIIIIIIIIIIEEEEL!!,Subaru
"You, despised me that much?",Subaru
——,Garfiel
You... hated me that much?,Subaru
——,Garfiel
If you wanted! To kill me! That much! All you had to fucking target was me!!,Subaru
——Ϡ!!,Garfiel
——Ϡ!,Garfiel
——!?,Garfiel
Wha!?,Subaru
Following along after taunts... is almost definitely Garfiel.,Subaru
——Ϡ!!,Garfiel
"a,",Subaru
Pahtra...,Subaru
Ghhar... fhiiieeEEEELLLLLL!,Subaru
And do you really think you can be in that future?,Subaru
—?,Subaru
Au?,Subaru
—,Subaru
"he, y...",Subaru
Sto...,Subaru
"What are you all doing!? Hurry, run away—",Subaru
"That, 's...",Subaru
Stop!!,Subaru
—,Subaru
"Gha, aaah!?",Subaru
—!!,Garfiel
"Don't any, one die... only me having, to die is... plenty enough!",Subaru
—,Subaru
"Stop, stop, stopstopstop... please, stop!",Subaru
"—ueh, ah!",Subaru
"That's, enough. ...That's enough. You've done enough now, Patrasche...",Subaru
—,Subaru
—!,Subaru
"—au,",Subaru
—,Subaru
"—pihtrassch,",Subaru
—,Subaru
...dghaugg,Subaru
"Thhihs's, crap...",Subaru
"Way too... avant-garde, this...",Subaru
Morning!?,Subaru
"—au,",Subaru
"—nn,",Subaru
Haa... haaa...,Subaru
—,Subaru
"Am I stupid? ...No, I am stupid.",Subaru
—wuh?,Subaru
"Uh... au, er?",Subaru
"Wh, y? Patrasche... everyo... Otto?",Subaru
Patrasche... Patrasche...?,Subaru
"Luggage mixed in the wreckage, scraps of clothes, and...",Subaru
Why wasn't I killed?,Subaru
"Even saying hypothetically, he carried them away...",Subaru
But on the other hand...,Subaru
"S-SANCTUARY's also, in the same condition as last time... maybe?",Subaru
...I'm sorry.,Subaru
"Half a day... fin, ally...",Subaru
"You fucking come back, Garfiel?",Subaru
"Not here, huh...",Subaru
Should I try going to Roswaal's place?,Subaru
So... to...,Subaru
—,Subaru
—a?,Subaru
"A, rabbit?",Subaru
"Why is there a rabbit... it, is a rabbit, right?",Subaru
"Gaha!? Aauh, aughhgaaaa! Ouuu, aaughghhhggaaaaaa!!!",Subaru
"Ghohu, agfhuffuuaAAaa!",Subaru
"Bbh, bhbb, bbbbb...",Subaru
—,Subaru
Since she's a Mighty Witch gone four-fucking-hundred years static.,Subaru
So... what's the occasion for the tea party invite?,Subaru
Stop being convoluted.,Subaru
What happened to me?,Subaru
Echidna! Let me out of here right now!,Subaru
"...au,",Subaru
You...,Subaru
Echidna... How much do you know?,Subaru
"Ignoring that, that means this reunion's happening immediately after we parted...",Subaru
How!?,Subaru
"That couldn't... isn't a GOSPEL, right?",Subaru
...you're dead though.,Subaru
Truth?,Subaru
"Then don't shove it in people's faces, that's horrifying!",Subaru
Haaa... haa...,Subaru
—!?,Subaru
You might not get time to regret it.,Subaru
Echidna. I've RETURNED BY DEATH—,Subaru
—before.,Subaru
...huh?,Subaru
...hrm.,Subaru
"...That's not why I'm ogling. No, I mean nevermind that.",Subaru
"I... When I die, I go back in time, and re-do the world. I've RETURNED BY DEATH.",Subaru
Why won't the hand come?,Subaru
You should at least know that's not what I...!,Subaru
Can you assure that?,Subaru
"Right... right, ri... right...",Subaru
—?,Subaru
wh...,Subaru
"...underst—anding is hard with you, you know.",Subaru
"Understood, fuck!",Subaru
"There, drank it all. Now're you interested in accepting me as a member of the tea party?",Subaru
EeuGHhh I forgot—!,Subaru
"The agent for my RETURN BY DEATH... would be the Witch of ENVY, right?",Subaru
There's no dying here?,Subaru
Do sorta feel if the dream's really horrific you could die of shock...,Subaru
"...? But you're dead and a ghost, wouldn't you remember your death?",Subaru
...That's not just coming from being killed. With that anger.,Subaru
Except its origins...,Subaru
—Do you think my power RETURN BY DEATH has limited uses?,Subaru
"...Sure, please tell me.",Subaru
"—I, see.",Subaru
"Sorry for the bad reaction, and not answering your expectations... but...",Subaru
Gut.,Subaru
"Fixed, conditions?",Subaru
Root of delusions... meaning?,Subaru
Feels like going for love running out'd be so much easier...,Subaru
—Huh?,Subaru
That's also my gut.,Subaru
"Ignoring that, you're probably not lying—is how I'm thinking.",Subaru
"But still, there really was some heartflutter there...",Subaru
Can I ask another question about RETURN BY DEATH?,Subaru
"Uh, uh-huh... right. Well, so the first save point...",Subaru
Change our thinking?,Subaru
Reaching a reason we can overcome?,Subaru
"Every time the situation I can't change changes, RETURN BY DEATH shifts?",Subaru
"The being causing it, is...",Subaru
au...,Subaru
—The chance to take back those sacrifices won't be coming.,Subaru
"Right then... if your favouritism's only for me, my mind's made up.",Subaru
"This's all I'm gonna get on RETURN BY DEATH. Either way, that did help, thanks.",Subaru
"Then, this time I'll be relying right on that knowledge of yours.",Subaru
I just RETURNED BY DEATH... do you know how I died this time?,Subaru
"Yeah,",Subaru
"Just remembering it gives me shakes, but... this time, I was eaten.",Subaru
Sizeable hares?,Subaru
The Sizeable Hare is...,Subaru
"There was this anxiety with the White Whale, too, but... which one's worse?",Subaru
Hard to destroy...,Subaru
"No, I've at least figured out they don't match up with their loveable appearance...",Subaru
Do you know if it's possible to defeat them?,Subaru
Cannibalism... wh-just why the fuck were these monsters made!?,Subaru
"The Sizeable Hare's still defeatable, if you kill all of them.",Subaru
"Heard about these two before, but they really are monsters...",Subaru
Hold on.,Subaru
Echidna.,Subaru
"Echidna, I want to meet the Witch of GLUTTONY—to meet Daphne.",Subaru
Don't know until you try. It's trial and error—words you're apparently fond of.,Subaru
"And also,",Subaru
"Yess, thanks.",Subaru
"Hold up... this, is...",Subaru
"Poor affinity with me, but does anyone with good affinity here even exist!?",Subaru
"Held stuck in restraints, and both eyes covered... agewise is a surprise, too...",Subaru
—!?,Subaru
—You were sleeping!?!,Subaru
"Y-yeah, my bad. I got kinda heated up. I didn't mean to yell.",Subaru
Ghuh... I apologize. So please feel better. No getting mad.,Subaru
"Hey,",Subaru
"That is a pretty damn tricky request when I'm feeding you, that!",Subaru
Those assurances just made you less credible! The reason! Please tell me the reason!,Subaru
My BO's poison now!?,Subaru
"...Huh? I'm sorry, I'm not sure I understood what you said?",Subaru
"E-eat me... like, eat out raw?",Subaru
"I-I'll be throwing aiming at you, but sorry if I miss your mouth, okay?",Subaru
"That sounds amazingly disconcerting, but... okay, here goes!",Subaru
You're throwing off my aim so could you please be quiet?!,Subaru
"—Ah,",Subaru
—!?,Subaru
"...No, being unfazed here's impossible.",Subaru
"What... is that, am I okay to ask?",Subaru
"Made... that's, a living creature... is it?",Subaru
Why!?!,Subaru
"—au, uh, wha?",Subaru
"What, are you...",Subaru
Multi... hwa?,Subaru
"What you're saying's partly correct... but, that kind of thinking's...",Subaru
—,Subaru
"What, on earth just... or, you, how come,",Subaru
"Au, ue...?",Subaru
"A, au, aauah... hur, ts...",Subaru
—,Subaru
——Donald!?,Subaru
Th-thank you for healing me!,Subaru
...Stop fucking around.,Subaru
That's how the Sizeable Hare sees the world...?,Subaru
...I was an idiot for asking.,Subaru
"—wha, it got through?",Subaru
"Seriously that level? ...No, I know you're not reliable. I'll check it with my own eyes.",Subaru
"Sorry for the big ask, Echidna.",Subaru
I'll be declining your bodily fluids and mystery something-in-there cookies.,Subaru
I can't just trust what you say!,Subaru
"Not fond of that look, where it's like you're seeing through to my insides.",Subaru
Of what?,Subaru
Awry?,Subaru
"Sure not getting to the point. I mean, where're you going with...",Subaru
I've already decided to use the crap out of what I can.,Subaru
It's 'cause I've died too much. ...I've probably started going some kind of crazy.,Subaru
Don't degrade yourself like that—esque kind of consolation's what I was expecting?,Subaru
"No choice then,",Subaru
Nm—,Subaru
"The end of this tea party, then... say it's useful and I'd say it was useful.",Subaru
What should I do when I want to come here?,Subaru
There's nothing persuasive when you're being so weirdly happy and meandering with it!,Subaru
...Echinda.,Subaru
"Yeah, I'd really rather not...",Subaru
"See you again at the TRIAL, then. Guess there won't be any tea there.",Subaru
I forgot my stuff?,Subaru
Compensation...,Subaru
"...oe, eu?",Subaru
The handkerchief Petra gave me before coming to SANCTUARY...?,Subaru
...Petra did.,Subaru
"Just, thanks for your time. And everything. —Bid you farewell.",Subaru
"Uuhgge! Gehhphph! Is this, the default every time...!?",Subaru
Echidna kept her promise. The tea party's not gone from my memory this time.,Subaru
"And the most important crop from this time... 's saying that really okay, but it was there.",Subaru
"My sense of time's off thanks to the tea party, but this's just after the TRIAL, right.",Subaru
...Where's Emilia?,Subaru
"If I'm right after the TRIAL, Emilia should still be doing hers...",Subaru
...,Subaru
...No way.,Subaru
A... shadow.,Subaru
—,Subaru
E-Emilia—!,Subaru
"Ram! Lewes-san! Also Otto! You're here, right!? Please come out!",Subaru
"Anyway, what I have to confirm now is...",Subaru
"But still, just leaving me there and exiting doesn't sound anything like Emilia.",Subaru
—ue?,Subaru
—?,Subaru
Wha—,Subaru
——a?,Subaru
"Wh, y...!?",Subaru
Uaoeuu—!?,Subaru
"Why, did you... me, Garfiel...",Subaru
"Eh? Don't fuckin' joke 'round, you fuckin' seen what things are?",Garfiel
"'M grabbin' yer collar'n jumpin'. Might break yer neck but, grin'n bear it.",Garfiel
I don't have some mystery constitution where grinning makes my neck any stronge—!?,Subaru
"Arrh, fuckin' bullshit! EARTHSOUL BLESSING ain't workin' when the ground's like this—!",Garfiel
"Say Garfiel, my ground's sinking in too!",Subaru
"—Hr, don't yer bite yer tounge!!",Garfiel
"Hup, hah, hhraah—!",Garfiel
Th-thank you for saving me...!,Subaru
"Nnwhat? That ain't the face of a guy givin' a thanks, oi, yer got a problem?",Garfiel
No thank you.,Subaru
"S's real bad,",Garfiel
"'S goes without sayin', but don't look 's n' any mood ter let us go.",Garfiel
Garfiel. Do you know what that thing is?,Subaru
What'd y'jus' say?,Garfiel
"—Garfiel. They... Ram and the others, what happened to them?",Subaru
...In the shadow.,Garfiel
"...And, Ram was swallowed? And Lewes-san, Otto?",Subaru
"Yeh, th'were. Granny n' th' noisy guy, all'n one go.",Garfiel
"Wh-just what is this, seriously, it... why is this, suddenly...!",Subaru
Garfiel... what happened to Emilia?,Subaru
"Emilia wasn't in the tomb. ...Was she, swallowed, too?",Subaru
"By the shadow... then, that...!",Subaru
Why the fuck is the Witch of ENVY here!!,Subaru
Ain't th' time t'be askin' that.,Garfiel
"Uau, aaoauu!",Subaru
"'M jumpin' again, grab on!",Garfiel
—!,Subaru
Hhauhh—!,Garfiel
"ou, au...",Subaru
—,Subaru
Garfiel!?,Subaru
"'F th' shadow ain't swallowed it yet, how 'bout this hrraaaAHHH!!",Garfiel
Yer gonna get left behind 'f yer don't get down quick!,Garfiel
Uoawuagh—,Subaru
Y-you didn't need to kick me down!,Subaru
"Garfiel, what do we do!",Subaru
—!,Subaru
We can back off but things'll still be getting worse... what happened to your attacks?,Subaru
...Shit.,Garfiel
Body's heavy. —Shadow's fuckin' stealin' life from what's around.,Garfiel
The shadow under us is!?,Subaru
No way—,Subaru
The forest's sinking!?,Subaru
"'S what'll happen 'f yer ain't keepin' moving. 'Said, 's gettin' stronger more it eats, too!",Garfiel
"There's no way this could actually escalate into covering half the world tier, right...?",Subaru
"Garfiel, I'm who it's aiming for. So...",Subaru
—. Y-you're positive on that?,Subaru
Which means without you there's even less ways to oppose it...,Subaru
"And granny! And Ram! And everyone else, all of them eaten!",Garfiel
—!,Subaru
"Then why's it that with everyone, you...",Subaru
—Wha!?,Subaru
Why is Lewes-san...?,Subaru
"Garfiel, what is the...",Subaru
—σσσσσȠ!,Garfiel
—!?,Subaru
"What kind of, joke is...",Subaru
Didn't want t' show yer if I could help it.,Garfiel
"The scratches from the branches hurt, and my heart too... It's reality.",Subaru
—,Subaru
"Sorry f'r this while yer in th' middle of ponderin', but looks like now's 'bout time.",Garfiel
"Surround n' conquer. 'S simple, but with everythin' else eaten that's all's left.",Garfiel
"...I more or less get what your ace move is, but, erm, the girls...",Subaru
—GGHRRRAAAAAAAAAA!!,Garfiel
——Ϡ!!,Garfiel
"—ah,",Subaru
"ue,",Subaru
—σσσσȠ!,Garfiel
—!?,Subaru
—RRRRRRUUUUGHHHAAAAAAAAARRR!,Garfiel
—,Subaru
Shut up.,Subaru
I told you to shut up...,Subaru
...,Subaru
"—Don't, call me that!!",Subaru
...not moving?,Subaru
"Why're you so suddenly... no way, my words did that?",Subaru
If just being rejected by me's enough to throw your actions off this much...,Subaru
"Can't tell how she'd act, but... then'd my presence be the Witch of ENVY's weak point...?",Subaru
—,Subaru
—It couldnt've been Echidna's tea party?,Subaru
You... just goddamn egotistic...,Subaru
"The heck... you sure get lively the second I say the name of another girl, hell!",Subaru
"Don't just line up the I love yous, makes them kitsch.",Subaru
If I had to love a witch like you...,Subaru
"They're witches too, but Echidna and the others are more loveable—",Subaru
"—ou,",Subaru
Distance isn't the problem. It's not resounding in my heart's what—,Subaru
—I hate you.,Subaru
"I am never, going to love you.",Subaru
—!,Subaru
"—ue, ou?",Subaru
Then...!,Subaru
Why is... nevermind!,Subaru
Woah! With this... I can do it!,Subaru
That Echidna... did she goddamn know that this'd happen?,Subaru
"If she's readied me with a way to fight the witch, I'll go thank her.",Subaru
Negligence is The Enemy!,Subaru
—Rrruaaaaah!,Subaru
Got her—!,Subaru
—wha?,Subaru
Emilia...?,Subaru
"Emilia! Emilia!? Wh, why are, why!?",Subaru
"Ghu, uw, au...",Subaru
Did fucking Echidna actually seriously think it'd go like this...?,Subaru
"—uegh, geh",Subaru
I was able to come back...,Subaru
"It's so much better than some... can't-come-back, unrecoverable state.",Subaru
...What?,Subaru
Hands and teeth are shaking... what's with this...,Subaru
"Knowing that much... but my body's, still shaking...",Subaru
—,Subaru
—,Subaru
"...It'll be the end, then.",Subaru
"That's just ordinary, happens to everyone.",Subaru
"...h, no...",Emilia
—Emilia.,Subaru
"...Subah, rhu?",Emilia
"—Yeah, it's me.",Subaru
Umm...,Emilia
"This is... I, was just...",Emilia
...Subaru?,Emilia
How come you look like you're about to cry?,Emilia
...wh?,Subaru
"a, ue, e?",Subaru
"It's okay, Subaru. It's alright, everything's okay. I'm here—",Emilia
Calmed down?,Emilia
"Uh, uh-huh... um, I'm sorry. For causing trouble in this, weird way.",Subaru
"No,",Emilia
Why not?,Emilia
"I'm not going to think of you like that, just by seeing you being a little weak.",Emilia
Tearjerk... what?,Emilia
"So, now I kinda wanna ask about the TRIAL...",Subaru
—Right.,Emilia
Guess even my weakness can be helpful...,Subaru
"Subaru, why are you here? The only one who can enter here should be...",Emilia
"Nope, I...",Subaru
"Then, right... I'm sorry, I worried you.",Emilia
"Ah,",Emilia
...Talking like that isn't any good.,Emilia
Sorry.,Subaru
"By the way,",Subaru
Can I ask? About the TRIAL.,Subaru
...I'm sorry. I think I failed it.,Emilia
"That's... yeah, kinda figured that from your reaction.",Subaru
So everything's over now... is what it's wound up being?,Subaru
"No, nevermind. Today looks like it was no good, but I'll try again tomorrow.",Emilia
"...Talking might make it easier, 's the kinda know-it-all line I'll be trying here.",Subaru
"—Sorry. I don't want to show these feelings to you, Subaru.",Emilia
"You did excellent work, Barusu.",Ram
"Ow! Hey, au, that hurts!",Subaru
That's... all?,Subaru
Eh? What. Yer sayin' y'want me t'pat yer head 's reward fer puttin' in work?,Garfiel
The problem of how I should interact with you is puzzling my brain.,Subaru
"Yer sayin' things that don't make sense, oi.",Garfiel
—,Lewes
Filthy.,Ram
For immediately coming up with that you're the filthy one!,Subaru
Refrain from talks that would burden her too much.,Ram
Meening?,Subaru
"Subaru, did you maybe... inside, with the TRIAL too...",Emilia
Waking me?,Emilia
"Then... right. I'm sorry, for that weird doubt.",Emilia
...I don't know. We might not necessarily have seen the same thing...,Emilia
"Anyway, what is the talk about? That couldn't have been the main topic, right?",Emilia
Right. That's not the main topic. So there's something I wanna ask.,Subaru
You want to ask?,Emilia
"Yeah, wanna ask.",Subaru
Puck hasn't been showing up for a while... is he still not responding?,Subaru
No ideas on what the cause is?,Subaru
"—. I don't, really have any ideas, I guess.",Emilia
What do you want to talk about with Puck?,Emilia
"Okey. I've got my expectations for you on that, Emilia-tan.",Subaru
But I don't want to sleep together?,Emilia
"Hit with such a sincere comeback, and even I... can only say 'wooahh'.",Subaru
Hm?,Subaru
"No, nevermind. Have a good night. Take care.",Emilia
That last part's really not a joke. 'Night.,Subaru
"Actually, can I have a minute with you too?",Subaru
Filthy.,Ram
Is the me inside you really such an indiscriminate beast?,Subaru
"Saying this's something, but my perspective in viewing you's basically never been filthy.",Subaru
"...So, is there anything you want to ask me?",Ram
Weuh?,Subaru
"Can't have that. ...Right, yeah. I sorta wanted to ask about Garfiel.",Subaru
